x_value,call,put,acao
2021-09-02 16:02:27,0.78,0.84,26.74
2021-09-02 16:02:30,0.78,0.84,26.74
2021-09-02 16:02:33,0.78,0.84,26.74
2021-09-02 16:02:36,0.78,0.84,26.74
2021-09-02 16:02:39,0.78,0.84,26.74
2021-09-02 16:02:42,0.78,0.84,26.75
2021-09-02 16:02:45,0.78,0.84,26.77
2021-09-02 16:02:48,0.78,0.84,26.76
2021-09-02 16:02:51,0.78,0.84,26.76
2021-09-02 16:02:54,0.78,0.84,26.76
2021-09-02 16:02:57,0.78,0.84,26.77
2021-09-02 16:03:00,0.78,0.84,26.76
2021-09-02 16:03:03,0.78,0.84,26.75
2021-09-02 16:03:06,0.78,0.84,26.75
2021-09-02 16:03:09,0.78,0.84,26.76
2021-09-02 16:03:12,0.78,0.84,26.75
2021-09-02 16:03:15,0.78,0.84,26.75
2021-09-02 16:03:18,0.78,0.84,26.75
2021-09-02 16:03:21,0.78,0.84,26.75
2021-09-02 16:03:24,0.78,0.84,26.76
2021-09-02 16:03:27,0.78,0.84,26.76
2021-09-02 16:03:30,0.78,0.84,26.76
2021-09-02 16:03:33,0.78,0.84,26.75
2021-09-02 16:03:36,0.78,0.84,26.75
2021-09-02 16:03:39,0.78,0.84,26.76
2021-09-02 16:03:42,0.78,0.84,26.75
2021-09-02 16:03:45,0.78,0.84,26.75
2021-09-02 16:03:48,0.78,0.84,26.76
2021-09-02 16:03:51,0.78,0.84,26.74
2021-09-02 16:03:54,0.78,0.84,26.75
2021-09-02 16:03:57,0.78,0.84,26.75
2021-09-02 16:04:00,0.78,0.84,26.74
2021-09-02 16:04:03,0.78,0.84,26.74
2021-09-02 16:04:06,0.78,0.84,26.74
2021-09-02 16:04:09,0.78,0.84,26.74
2021-09-02 16:04:12,0.78,0.84,26.74
2021-09-02 16:04:15,0.78,0.84,26.74
2021-09-02 16:04:18,0.78,0.84,26.74
2021-09-02 16:04:21,0.78,0.84,26.74
2021-09-02 16:04:24,0.78,0.84,26.74
2021-09-02 16:04:27,0.78,0.84,26.75
2021-09-02 16:04:30,0.78,0.84,26.74
2021-09-02 16:04:33,0.78,0.84,26.74
2021-09-02 16:04:36,0.78,0.84,26.75
2021-09-02 16:04:39,0.78,0.84,26.74
2021-09-02 16:04:42,0.78,0.84,26.74
2021-09-02 16:04:45,0.78,0.84,26.74
2021-09-02 16:04:48,0.78,0.84,26.74
2021-09-02 16:04:51,0.78,0.84,26.74
2021-09-02 16:04:54,0.78,0.84,26.73
2021-09-02 16:04:57,0.78,0.84,26.73
2021-09-02 16:05:00,0.78,0.84,26.73
2021-09-02 16:05:03,0.78,0.84,26.73
2021-09-02 16:05:06,0.78,0.84,26.73
2021-09-02 16:05:09,0.78,0.84,26.73
2021-09-02 16:05:12,0.78,0.84,26.73
2021-09-02 16:05:15,0.78,0.84,26.73
2021-09-02 16:05:18,0.78,0.84,26.73
2021-09-02 16:05:21,0.78,0.84,26.73
2021-09-02 16:05:24,0.78,0.84,26.73
2021-09-02 16:05:27,0.77,0.84,26.73
2021-09-02 16:05:30,0.77,0.84,26.73
2021-09-02 16:05:33,0.77,0.85,26.71
2021-09-02 16:05:36,0.77,0.85,26.71
2021-09-02 16:05:39,0.77,0.85,26.71
2021-09-02 16:05:42,0.77,0.85,26.71
2021-09-02 16:05:45,0.77,0.85,26.71
2021-09-02 16:05:48,0.77,0.85,26.7
2021-09-02 16:05:51,0.77,0.85,26.7
2021-09-02 16:05:54,0.77,0.85,26.7
2021-09-02 16:05:57,0.76,0.85,26.71
2021-09-02 16:06:00,0.76,0.85,26.71
2021-09-02 16:06:03,0.76,0.85,26.71
2021-09-02 16:06:06,0.76,0.85,26.71
2021-09-02 16:06:09,0.76,0.85,26.71
2021-09-02 16:06:12,0.76,0.85,26.71
2021-09-02 16:06:15,0.76,0.85,26.71
2021-09-02 16:06:18,0.76,0.85,26.71
2021-09-02 16:06:21,0.77,0.85,26.71
2021-09-02 16:06:24,0.77,0.85,26.72
2021-09-02 16:06:27,0.77,0.85,26.72
2021-09-02 16:06:30,0.77,0.85,26.73
2021-09-02 16:06:33,0.77,0.85,26.73
2021-09-02 16:06:36,0.77,0.85,26.72
2021-09-02 16:06:39,0.78,0.85,26.74
2021-09-02 16:06:42,0.78,0.85,26.74
2021-09-02 16:06:45,0.78,0.85,26.74
2021-09-02 16:06:48,0.78,0.85,26.76
2021-09-02 16:06:51,0.78,0.85,26.75
2021-09-02 16:06:54,0.78,0.85,26.75
2021-09-02 16:06:57,0.78,0.85,26.76
2021-09-02 16:07:00,0.78,0.85,26.76
2021-09-02 16:07:03,0.78,0.85,26.74
2021-09-02 16:07:06,0.78,0.85,26.74
2021-09-02 16:07:09,0.78,0.85,26.75
2021-09-02 16:07:12,0.78,0.85,26.74
2021-09-02 16:07:15,0.78,0.85,26.74
2021-09-02 16:07:18,0.78,0.85,26.74
2021-09-02 16:07:21,0.78,0.85,26.74
2021-09-02 16:07:24,0.78,0.85,26.74
2021-09-02 16:07:27,0.78,0.85,26.75
2021-09-02 16:07:30,0.78,0.85,26.74
2021-09-02 16:07:33,0.78,0.85,26.75
2021-09-02 16:07:36,0.78,0.85,26.75
2021-09-02 16:07:39,0.78,0.85,26.74
2021-09-02 16:07:42,0.78,0.85,26.74
2021-09-02 16:07:45,0.78,0.85,26.73
2021-09-02 16:07:48,0.78,0.84,26.73
2021-09-02 16:07:51,0.78,0.83,26.74
2021-09-02 16:07:54,0.78,0.83,26.73
2021-09-02 16:07:58,0.78,0.83,26.73
2021-09-02 16:08:01,0.78,0.83,26.73
2021-09-02 16:08:04,0.78,0.83,26.73
2021-09-02 16:08:07,0.78,0.83,26.73
2021-09-02 16:08:10,0.78,0.83,26.73
2021-09-02 16:08:13,0.78,0.83,26.74
2021-09-02 16:08:16,0.78,0.83,26.74
2021-09-02 16:08:19,0.78,0.83,26.74
2021-09-02 16:08:22,0.78,0.83,26.73
2021-09-02 16:08:25,0.78,0.83,26.73
2021-09-02 16:08:28,0.78,0.83,26.74
2021-09-02 16:08:31,0.78,0.83,26.73
2021-09-02 16:08:34,0.78,0.83,26.73
2021-09-02 16:08:37,0.78,0.83,26.73
2021-09-02 16:08:40,0.78,0.83,26.74
2021-09-02 16:08:43,0.78,0.83,26.74
2021-09-02 16:08:46,0.78,0.83,26.73
2021-09-02 16:08:49,0.78,0.83,26.73
2021-09-02 16:08:52,0.78,0.83,26.74
2021-09-02 16:08:55,0.78,0.83,26.73
2021-09-02 16:08:58,0.78,0.83,26.72
2021-09-02 16:09:01,0.78,0.83,26.72
2021-09-02 16:09:04,0.78,0.83,26.73
2021-09-02 16:09:07,0.78,0.83,26.72
2021-09-02 16:09:10,0.78,0.83,26.72
2021-09-02 16:09:13,0.78,0.83,26.72
2021-09-02 16:09:16,0.78,0.83,26.72
2021-09-02 16:09:19,0.78,0.83,26.72
2021-09-02 16:09:22,0.78,0.83,26.72
2021-09-02 16:09:25,0.78,0.83,26.72
2021-09-02 16:09:28,0.78,0.83,26.72
2021-09-02 16:09:31,0.77,0.83,26.71
2021-09-02 16:09:34,0.77,0.83,26.71
2021-09-02 16:09:37,0.77,0.83,26.71
2021-09-02 16:09:40,0.77,0.83,26.72
2021-09-02 16:09:43,0.77,0.83,26.71
2021-09-02 16:09:46,0.77,0.83,26.71
2021-09-02 16:09:49,0.77,0.83,26.71
2021-09-02 16:09:52,0.77,0.83,26.71
2021-09-02 16:09:55,0.77,0.83,26.71
2021-09-02 16:09:58,0.77,0.85,26.71
2021-09-02 16:10:01,0.77,0.85,26.71
2021-09-02 16:10:04,0.77,0.85,26.71
2021-09-02 16:10:07,0.77,0.85,26.71
2021-09-02 16:10:10,0.77,0.85,26.71
2021-09-02 16:10:13,0.77,0.85,26.71
2021-09-02 16:10:16,0.77,0.85,26.72
2021-09-02 16:10:19,0.77,0.85,26.71
2021-09-02 16:10:22,0.77,0.85,26.72
2021-09-02 16:10:25,0.77,0.85,26.71
2021-09-02 16:10:28,0.77,0.85,26.71
2021-09-02 16:10:31,0.77,0.85,26.7
2021-09-02 16:10:34,0.77,0.85,26.7
2021-09-02 16:10:37,0.77,0.85,26.7
2021-09-02 16:10:40,0.77,0.85,26.7
2021-09-02 16:10:43,0.77,0.85,26.7
2021-09-02 16:10:46,0.77,0.85,26.71
2021-09-02 16:10:49,0.77,0.85,26.7
2021-09-02 16:10:52,0.77,0.85,26.7
2021-09-02 16:10:55,0.77,0.85,26.71
2021-09-02 16:10:58,0.77,0.85,26.7
2021-09-02 16:11:01,0.76,0.85,26.7
2021-09-02 16:11:04,0.76,0.85,26.7
2021-09-02 16:11:07,0.76,0.85,26.7
2021-09-02 16:11:10,0.76,0.85,26.71
2021-09-02 16:11:13,0.76,0.85,26.7
2021-09-02 16:11:16,0.76,0.85,26.71
2021-09-02 16:11:19,0.76,0.85,26.71
2021-09-02 16:11:22,0.76,0.85,26.71
2021-09-02 16:11:25,0.76,0.85,26.71
2021-09-02 16:11:28,0.76,0.85,26.71
2021-09-02 16:11:31,0.77,0.85,26.73
2021-09-02 16:11:34,0.77,0.85,26.73
2021-09-02 16:11:37,0.77,0.85,26.73
2021-09-02 16:11:40,0.77,0.85,26.74
2021-09-02 16:11:43,0.77,0.85,26.73
2021-09-02 16:11:46,0.77,0.85,26.73
2021-09-02 16:11:50,0.77,0.85,26.71
2021-09-02 16:11:53,0.77,0.85,26.72
2021-09-02 16:11:56,0.77,0.85,26.72
2021-09-02 16:11:59,0.77,0.85,26.72
2021-09-02 16:12:02,0.77,0.85,26.72
2021-09-02 16:12:05,0.77,0.85,26.71
2021-09-02 16:12:08,0.77,0.85,26.71
2021-09-02 16:12:11,0.77,0.85,26.71
2021-09-02 16:12:14,0.77,0.85,26.71
2021-09-02 16:12:17,0.77,0.85,26.71
2021-09-02 16:12:20,0.77,0.85,26.71
2021-09-02 16:12:23,0.77,0.85,26.71
2021-09-02 16:12:26,0.77,0.85,26.71
2021-09-02 16:12:29,0.77,0.85,26.72
2021-09-02 16:12:32,0.77,0.85,26.71
2021-09-02 16:12:35,0.77,0.85,26.71
2021-09-02 16:12:38,0.77,0.85,26.71
2021-09-02 16:12:41,0.77,0.85,26.71
2021-09-02 16:12:44,0.77,0.85,26.71
2021-09-02 16:12:47,0.77,0.85,26.71
2021-09-02 16:12:50,0.77,0.85,26.71
2021-09-02 16:12:53,0.77,0.85,26.71
2021-09-02 16:12:56,0.77,0.85,26.71
2021-09-02 16:12:59,0.77,0.85,26.71
2021-09-02 16:13:02,0.77,0.85,26.71
2021-09-02 16:13:05,0.77,0.85,26.71
2021-09-02 16:13:08,0.77,0.85,26.71
2021-09-02 16:13:11,0.77,0.85,26.72
2021-09-02 16:13:14,0.77,0.85,26.72
2021-09-02 16:13:17,0.77,0.85,26.72
2021-09-02 16:13:20,0.77,0.85,26.72
2021-09-02 16:13:23,0.77,0.85,26.73
2021-09-02 16:13:26,0.77,0.85,26.73
2021-09-02 16:13:29,0.77,0.85,26.74
2021-09-02 16:13:32,0.77,0.85,26.72
2021-09-02 16:13:35,0.77,0.85,26.72
2021-09-02 16:13:38,0.77,0.85,26.72
2021-09-02 16:13:41,0.77,0.85,26.72
2021-09-02 16:13:44,0.77,0.85,26.73
2021-09-02 16:13:47,0.77,0.85,26.72
2021-09-02 16:13:50,0.77,0.85,26.72
2021-09-02 16:13:53,0.77,0.85,26.72
2021-09-02 16:13:56,0.77,0.85,26.72
2021-09-02 16:13:59,0.77,0.85,26.72
2021-09-02 16:14:02,0.77,0.85,26.72
2021-09-02 16:14:05,0.77,0.85,26.72
2021-09-02 16:14:08,0.77,0.85,26.73
2021-09-02 16:14:11,0.77,0.85,26.73
2021-09-02 16:14:14,0.77,0.85,26.74
2021-09-02 16:14:17,0.77,0.85,26.74
2021-09-02 16:14:20,0.77,0.85,26.74
2021-09-02 16:14:23,0.77,0.85,26.75
2021-09-02 16:14:26,0.77,0.85,26.75
2021-09-02 16:14:29,0.77,0.85,26.74
2021-09-02 16:14:32,0.77,0.85,26.74
2021-09-02 16:14:35,0.77,0.85,26.74
2021-09-02 16:14:38,0.77,0.85,26.74
2021-09-02 16:14:41,0.77,0.85,26.74
2021-09-02 16:14:44,0.77,0.85,26.74
2021-09-02 16:14:47,0.77,0.85,26.74
2021-09-02 16:14:50,0.77,0.85,26.74
2021-09-02 16:14:53,0.77,0.85,26.75
2021-09-02 16:14:56,0.77,0.85,26.74
2021-09-02 16:14:59,0.78,0.85,26.74
2021-09-02 16:15:02,0.78,0.85,26.74
2021-09-02 16:15:05,0.78,0.85,26.75
2021-09-02 16:15:08,0.78,0.85,26.74
2021-09-02 16:15:11,0.78,0.85,26.74
2021-09-02 16:15:14,0.78,0.85,26.74
2021-09-02 16:15:17,0.78,0.84,26.74
2021-09-02 16:15:20,0.78,0.84,26.74
2021-09-02 16:15:23,0.78,0.84,26.73
2021-09-02 16:15:26,0.78,0.84,26.73
2021-09-02 16:15:29,0.77,0.85,26.7
2021-09-02 16:15:32,0.77,0.85,26.71
2021-09-02 16:15:35,0.77,0.85,26.7
2021-09-02 16:15:38,0.77,0.85,26.71
2021-09-02 16:15:41,0.77,0.85,26.73
2021-09-02 16:15:44,0.77,0.85,26.72
2021-09-02 16:15:47,0.77,0.85,26.72
2021-09-02 16:15:50,0.77,0.85,26.72
2021-09-02 16:15:53,0.77,0.85,26.72
2021-09-02 16:15:56,0.77,0.85,26.72
2021-09-02 16:15:59,0.77,0.85,26.72
2021-09-02 16:16:02,0.77,0.85,26.73
2021-09-02 16:16:05,0.77,0.85,26.73
2021-09-02 16:16:08,0.77,0.85,26.73
2021-09-02 16:16:11,0.77,0.85,26.73
2021-09-02 16:16:14,0.77,0.85,26.74
2021-09-02 16:16:17,0.77,0.85,26.74
2021-09-02 16:16:20,0.77,0.85,26.73
2021-09-02 16:16:23,0.77,0.85,26.74
2021-09-02 16:16:26,0.77,0.85,26.74
2021-09-02 16:16:29,0.77,0.85,26.74
2021-09-02 16:16:32,0.77,0.85,26.73
2021-09-02 16:16:35,0.77,0.85,26.73
2021-09-02 16:16:38,0.77,0.85,26.74
2021-09-02 16:16:41,0.77,0.85,26.73
2021-09-02 16:16:44,0.77,0.85,26.73
2021-09-02 16:16:47,0.77,0.85,26.73
2021-09-02 16:16:50,0.77,0.85,26.74
2021-09-02 16:16:53,0.77,0.85,26.73
2021-09-02 16:16:56,0.77,0.85,26.74
2021-09-02 16:16:59,0.77,0.85,26.73
2021-09-02 16:17:02,0.77,0.85,26.73
2021-09-02 16:17:05,0.77,0.85,26.74
2021-09-02 16:17:08,0.77,0.85,26.73
2021-09-02 16:17:11,0.77,0.85,26.74
2021-09-02 16:17:14,0.77,0.85,26.73
2021-09-02 16:17:17,0.77,0.85,26.74
2021-09-02 16:17:20,0.77,0.85,26.73
2021-09-02 16:17:23,0.77,0.85,26.73
2021-09-02 16:17:27,0.77,0.84,26.74
2021-09-02 16:17:30,0.77,0.84,26.73
2021-09-02 16:17:33,0.77,0.84,26.73
2021-09-02 16:17:36,0.77,0.84,26.73
2021-09-02 16:17:39,0.77,0.84,26.73
2021-09-02 16:17:42,0.77,0.84,26.74
2021-09-02 16:17:45,0.77,0.84,26.73
2021-09-02 16:17:48,0.77,0.84,26.73
2021-09-02 16:17:51,0.77,0.84,26.73
2021-09-02 16:17:54,0.77,0.84,26.71
2021-09-02 16:17:57,0.77,0.85,26.7
2021-09-02 16:18:00,0.77,0.86,26.69
2021-09-02 16:18:03,0.77,0.86,26.69
2021-09-02 16:18:06,0.77,0.86,26.69
2021-09-02 16:18:09,0.77,0.86,26.69
2021-09-02 16:18:12,0.77,0.86,26.69
2021-09-02 16:18:15,0.77,0.86,26.68
2021-09-02 16:18:18,0.77,0.86,26.68
2021-09-02 16:18:21,0.77,0.86,26.69
2021-09-02 16:18:24,0.75,0.86,26.68
2021-09-02 16:18:27,0.75,0.86,26.68
2021-09-02 16:18:30,0.75,0.86,26.68
2021-09-02 16:18:33,0.75,0.86,26.68
2021-09-02 16:18:36,0.76,0.86,26.69
2021-09-02 16:18:39,0.76,0.86,26.69
2021-09-02 16:18:42,0.76,0.86,26.69
2021-09-02 16:18:45,0.76,0.86,26.7
2021-09-02 16:18:48,0.76,0.86,26.69
2021-09-02 16:18:51,0.76,0.86,26.69
2021-09-02 16:18:54,0.76,0.86,26.69
2021-09-02 16:18:57,0.76,0.86,26.7
2021-09-02 16:19:00,0.76,0.86,26.69
2021-09-02 16:19:03,0.76,0.86,26.69
2021-09-02 16:19:06,0.76,0.86,26.69
2021-09-02 16:19:09,0.76,0.86,26.69
2021-09-02 16:19:12,0.76,0.86,26.69
2021-09-02 16:19:15,0.76,0.86,26.69
2021-09-02 16:19:18,0.76,0.86,26.69
2021-09-02 16:19:21,0.76,0.86,26.69
2021-09-02 16:19:24,0.76,0.86,26.69
2021-09-02 16:19:27,0.76,0.86,26.69
2021-09-02 16:19:30,0.76,0.86,26.69
2021-09-02 16:19:33,0.76,0.86,26.69
2021-09-02 16:19:36,0.76,0.86,26.69
2021-09-02 16:19:39,0.76,0.86,26.69
2021-09-02 16:19:42,0.76,0.86,26.69
2021-09-02 16:19:45,0.76,0.86,26.69
2021-09-02 16:19:48,0.76,0.86,26.7
2021-09-02 16:19:51,0.76,0.86,26.71
